DATE,CBETHUSD,Median_Low,Median_High,Median,AVG
2017-09-27,309.85,294.41,294.41,294.41,296.0028571428571
2017-09-28,302.33,294.41,294.41,294.41,296.0028571428571
2017-09-29,291.88,294.41,294.41,294.41,296.0028571428571
2017-09-30,301.57,294.41,294.41,294.41,296.0028571428571
2017-10-01,303.25,296.72,296.72,296.72,299.7242857142857
2017-10-02,296.72,296.72,296.72,296.72,299.7242857142857
2017-10-03,292.36,296.72,296.72,296.72,299.7242857142857
2017-10-04,292,296.72,296.72,296.72,299.7242857142857
2017-10-05,294.89,296.72,296.72,296.72,299.7242857142857
2017-10-06,307.73,296.72,296.72,296.72,299.7242857142857
2017-10-07,311.12,296.72,296.72,296.72,299.7242857142857
2017-10-08,309.2,302.12,302.12,302.12,311.7957142857143
2017-10-09,297,302.12,302.12,302.12,311.7957142857143
2017-10-10,297.99,302.12,302.12,302.12,311.7957142857143
2017-10-11,302,302.12,302.12,302.12,311.7957142857143
2017-10-12,302.12,302.12,302.12,302.12,311.7957142857143
2017-10-13,335.89,302.12,302.12,302.12,311.7957142857143
2017-10-14,338.37,302.12,302.12,302.12,311.7957142857143
2017-10-15,336.89,313.59,313.59,313.59,316.05428571428575
2017-10-16,334.36,313.59,313.59,313.59,316.05428571428575
2017-10-17,316.37,313.59,313.59,313.59,316.05428571428575
2017-10-18,313.59,313.59,313.59,313.59,316.05428571428575
2017-10-19,308.02,313.59,313.59,313.59,316.05428571428575
2017-10-20,303.15,313.59,313.59,313.59,316.05428571428575
2017-10-21,300,313.59,313.59,313.59,316.05428571428575
2017-10-22,295.14,295.98,295.98,295.98,294.7714285714286
2017-10-23,285.83,295.98,295.98,295.98,294.7714285714286
2017-10-24,296.99,295.98,295.98,295.98,294.7714285714286
2017-10-25,296.76,295.98,295.98,295.98,294.7714285714286
2017-10-26,295.98,295.98,295.98,295.98,294.7714285714286
2017-10-27,297.59,295.98,295.98,295.98,294.7714285714286
2017-10-28,295.11,295.98,295.98,295.98,294.7714285714286
2017-10-29,303.38,303.38,303.38,303.38,299.66285714285715
2017-10-30,306.87,303.38,303.38,303.38,299.66285714285715
2017-10-31,303.51,303.38,303.38,303.38,299.66285714285715
2017-11-01,290.82,303.38,303.38,303.38,299.66285714285715
2017-11-02,285.4,303.38,303.38,303.38,299.66285714285715
2017-11-03,306,303.38,303.38,303.38,299.66285714285715
2017-11-04,301.66,303.38,303.38,303.38,299.66285714285715
2017-11-05,296.57,298.04,298.04,298.04,304.0957142857143
2017-11-06,297.32,298.04,298.04,298.04,304.0957142857143
2017-11-07,292.42,298.04,298.04,298.04,304.0957142857143
2017-11-08,307.91,298.04,298.04,298.04,304.0957142857143
2017-11-09,320.72,298.04,298.04,298.04,304.0957142857143
2017-11-10,298.04,298.04,298.04,298.04,304.0957142857143
2017-11-11,315.69,298.04,298.04,298.04,304.0957142857143
2017-11-12,307.1,331.81,331.81,331.81,328.3757142857143
2017-11-13,315.56,331.81,331.81,331.81,328.3757142857143
2017-11-14,335.04,331.81,331.81,331.81,328.3757142857143
2017-11-15,331.81,331.81,331.81,331.81,328.3757142857143
2017-11-16,330.21,331.81,331.81,331.81,328.3757142857143
2017-11-17,332.31,331.81,331.81,331.81,328.3757142857143
2017-11-18,346.6,331.81,331.81,331.81,328.3757142857143
2017-11-19,354.59,381.73,381.73,381.73,401.48999999999995
2017-11-20,368.24,381.73,381.73,381.73,401.48999999999995
2017-11-21,361.51,381.73,381.73,381.73,401.48999999999995
2017-11-22,381.73,381.73,381.73,381.73,401.48999999999995
2017-11-23,406.61,381.73,381.73,381.73,401.48999999999995
2017-11-24,470.98,381.73,381.73,381.73,401.48999999999995
2017-11-25,466.77,381.73,381.73,381.73,401.48999999999995
2017-11-26,473.99,463.82,463.82,463.82,458.88714285714286
2017-11-27,477.53,463.82,463.82,463.82,458.88714285714286
2017-11-28,468.52,463.82,463.82,463.82,458.88714285714286
2017-11-29,434.01,463.82,463.82,463.82,458.88714285714286
2017-11-30,434,463.82,463.82,463.82,458.88714285714286
2017-12-01,463.82,463.82,463.82,463.82,458.88714285714286
2017-12-02,460.34,463.82,463.82,463.82,458.88714285714286
2017-12-03,465,463.45,463.45,463.45,457.8257142857143
2017-12-04,468.22,463.45,463.45,463.45,457.8257142857143
2017-12-05,457.3,463.45,463.45,463.45,457.8257142857143
2017-12-06,432.49,463.45,463.45,463.45,457.8257142857143
2017-12-07,433.28,463.45,463.45,463.45,457.8257142857143
2017-12-08,463.45,463.45,463.45,463.45,457.8257142857143
2017-12-09,485.04,463.45,463.45,463.45,457.8257142857143
2017-12-10,447.51,693.5,693.5,693.5,638.0528571428571
2017-12-11,518,693.5,693.5,693.5,638.0528571428571
2017-12-12,686.82,693.5,693.5,693.5,638.0528571428571
2017-12-13,711.94,693.5,693.5,693.5,638.0528571428571
2017-12-14,705.01,693.5,693.5,693.5,638.0528571428571
2017-12-15,693.5,693.5,693.5,693.5,638.0528571428571
2017-12-16,703.59,693.5,693.5,693.5,638.0528571428571
2017-12-17,732.18,785.65,785.65,785.65,765.6042857142857
2017-12-18,785.65,785.65,785.65,785.65,765.6042857142857
2017-12-19,826.65,785.65,785.65,785.65,765.6042857142857
2017-12-20,802.86,785.65,785.65,785.65,765.6042857142857
2017-12-21,796.98,785.65,785.65,785.65,765.6042857142857
2017-12-22,682.11,785.65,785.65,785.65,765.6042857142857
2017-12-23,732.8,785.65,785.65,785.65,765.6042857142857
2017-12-24,697.04,739.99,739.99,739.99,730.2242857142857
2017-12-25,740.5,739.99,739.99,739.99,730.2242857142857
2017-12-26,755.07,739.99,739.99,739.99,730.2242857142857
2017-12-27,739.99,739.99,739.99,739.99,730.2242857142857
2017-12-28,719.5,739.99,739.99,739.99,730.2242857142857
2017-12-29,748.89,739.99,739.99,739.99,730.2242857142857
2017-12-30,710.58,739.99,739.99,739.99,730.2242857142857
2017-12-31,741.27,741.27,741.27,741.27,741.27
2018-01-01,759.03,938.31,949.0,943.655,914.5483333333333
2018-01-02,865,938.31,949.0,943.655,914.5483333333333
2018-01-03,938.31,938.31,949.0,943.655,914.5483333333333
2018-01-04,949,938.31,949.0,943.655,914.5483333333333
2018-01-05,969.27,938.31,949.0,943.655,914.5483333333333
2018-01-06,1006.68,938.31,949.0,943.655,914.5483333333333
2018-01-07,1118.3,1246.94,1246.94,1246.94,1225.0414285714287
2018-01-08,1137.01,1246.94,1246.94,1246.94,1225.0414285714287
2018-01-09,1290.01,1246.94,1246.94,1246.94,1225.0414285714287
2018-01-10,1246.94,1246.94,1246.94,1246.94,1225.0414285714287
2018-01-11,1137.01,1246.94,1246.94,1246.94,1225.0414285714287
2018-01-12,1260,1246.94,1246.94,1246.94,1225.0414285714287
2018-01-13,1386.02,1246.94,1246.94,1246.94,1225.0414285714287
2018-01-14,1365.46,1080.0,1080.0,1080.0,1137.9142857142856
2018-01-15,1278.63,1080.0,1080.0,1080.0,1137.9142857142856
2018-01-16,1080,1080.0,1080.0,1080.0,1137.9142857142856
2018-01-17,1028.06,1080.0,1080.0,1080.0,1137.9142857142856
2018-01-18,1025.78,1080.0,1080.0,1080.0,1137.9142857142856
2018-01-19,1037.45,1080.0,1080.0,1080.0,1137.9142857142856
2018-01-20,1150.02,1080.0,1080.0,1080.0,1137.9142857142856
2018-01-21,1047.13,1045.57,1045.57,1045.57,1039.0571428571427
2018-01-22,999.68,1045.57,1045.57,1045.57,1039.0571428571427
2018-01-23,984.03,1045.57,1045.57,1045.57,1039.0571428571427
2018-01-24,1056.99,1045.57,1045.57,1045.57,1039.0571428571427
2018-01-25,1040,1045.57,1045.57,1045.57,1039.0571428571427
2018-01-26,1045.57,1045.57,1045.57,1045.57,1039.0571428571427
2018-01-27,1100,1045.57,1045.57,1045.57,1039.0571428571427
2018-01-28,1215.01,1054.39,1054.39,1054.39,1062.2214285714285
2018-01-29,1162.27,1054.39,1054.39,1054.39,1062.2214285714285
2018-01-30,1054.39,1054.39,1054.39,1054.39,1062.2214285714285
2018-01-31,1105.01,1054.39,1054.39,1054.39,1062.2214285714285
2018-02-01,1017.48,1054.39,1054.39,1054.39,1062.2214285714285
2018-02-02,911.99,1054.39,1054.39,1054.39,1062.2214285714285
2018-02-03,969.4,1054.39,1054.39,1054.39,1062.2214285714285
2018-02-04,826,812.0,812.0,812.0,798.6957142857143
2018-02-05,693.54,812.0,812.0,812.0,798.6957142857143
2018-02-06,783.83,812.0,812.0,812.0,798.6957142857143
2018-02-07,750.04,812.0,812.0,812.0,798.6957142857143
2018-02-08,812,812.0,812.0,812.0,798.6957142857143
2018-02-09,875.99,812.0,812.0,812.0,798.6957142857143
2018-02-10,849.47,812.0,812.0,812.0,798.6957142857143
2018-02-11,811.35,920.26,920.26,920.26,896.6871428571428
2018-02-12,864.4,920.26,920.26,920.26,896.6871428571428
2018-02-13,840.49,920.26,920.26,920.26,896.6871428571428
2018-02-14,920.26,920.26,920.26,920.26,896.6871428571428
2018-02-15,929.3,920.26,920.26,920.26,896.6871428571428
2018-02-16,936.02,920.26,920.26,920.26,896.6871428571428
2018-02-17,974.99,920.26,920.26,920.26,896.6871428571428
2018-02-18,912.41,854.01,854.01,854.01,867.1042857142857
2018-02-19,939.01,854.01,854.01,854.01,867.1042857142857
2018-02-20,884.76,854.01,854.01,854.01,867.1042857142857
2018-02-21,840.34,854.01,854.01,854.01,867.1042857142857
2018-02-22,806,854.01,854.01,854.01,867.1042857142857
2018-02-23,854.01,854.01,854.01,854.01,867.1042857142857
2018-02-24,833.2,854.01,854.01,854.01,867.1042857142857
2018-02-25,841.96,854.34,854.34,854.34,858.2142857142857
2018-02-26,867.09,854.34,854.34,854.34,858.2142857142857
2018-02-27,871.07,854.34,854.34,854.34,858.2142857142857
2018-02-28,849.99,854.34,854.34,854.34,858.2142857142857
2018-03-01,868.74,854.34,854.34,854.34,858.2142857142857
2018-03-02,854.31,854.34,854.34,854.34,858.2142857142857
2018-03-03,854.34,854.34,854.34,854.34,858.2142857142857
2018-03-04,861.74,751.38,751.38,751.38,769.8042857142857
2018-03-05,848.83,751.38,751.38,751.38,769.8042857142857
2018-03-06,815.43,751.38,751.38,751.38,769.8042857142857
2018-03-07,751.38,751.38,751.38,751.38,769.8042857142857
2018-03-08,698.83,751.38,751.38,751.38,769.8042857142857
2018-03-09,728.82,751.38,751.38,751.38,769.8042857142857
2018-03-10,683.6,751.38,751.38,751.38,769.8042857142857
2018-03-11,719.8,614.62,614.62,614.62,640.41
2018-03-12,696.51,614.62,614.62,614.62,640.41
2018-03-13,690.39,614.62,614.62,614.62,640.41
2018-03-14,614.62,614.62,614.62,614.62,640.41
2018-03-15,610.99,614.62,614.62,614.62,640.41
2018-03-16,600.77,614.62,614.62,614.62,640.41
2018-03-17,549.79,614.62,614.62,614.62,640.41
2018-03-18,538,543.04,543.04,543.04,544.8614285714285
2018-03-19,555.55,543.04,543.04,543.04,544.8614285714285
2018-03-20,558,543.04,543.04,543.04,544.8614285714285
2018-03-21,559.98,543.04,543.04,543.04,544.8614285714285
2018-03-22,539.89,543.04,543.04,543.04,544.8614285714285
2018-03-23,543.04,543.04,543.04,543.04,544.8614285714285
2018-03-24,519.57,543.04,543.04,543.04,544.8614285714285
2018-03-25,522.55,445.47,445.47,445.47,439.4371428571429
2018-03-26,486.75,445.47,445.47,445.47,439.4371428571429
2018-03-27,449,445.47,445.47,445.47,439.4371428571429
2018-03-28,445.47,445.47,445.47,445.47,439.4371428571429
2018-03-29,383.29,445.47,445.47,445.47,439.4371428571429
2018-03-30,394.46,445.47,445.47,445.47,439.4371428571429
2018-03-31,394.54,445.47,445.47,445.47,439.4371428571429
2018-04-01,378.18,381.26,381.26,381.26,384.73999999999995
2018-04-02,384,381.26,381.26,381.26,384.73999999999995
2018-04-03,416.38,381.26,381.26,381.26,384.73999999999995
2018-04-04,378.43,381.26,381.26,381.26,384.73999999999995
2018-04-05,381.26,381.26,381.26,381.26,384.73999999999995
2018-04-06,370.32,381.26,381.26,381.26,384.73999999999995
2018-04-07,384.61,381.26,381.26,381.26,384.73999999999995
2018-04-08,399.9,430.81,430.81,430.81,447.9985714285714
2018-04-09,398.8,430.81,430.81,430.81,447.9985714285714
2018-04-10,415.45,430.81,430.81,430.81,447.9985714285714
2018-04-11,430.81,430.81,430.81,430.81,447.9985714285714
2018-04-12,493.41,430.81,430.81,430.81,447.9985714285714
2018-04-13,495.22,430.81,430.81,430.81,447.9985714285714
2018-04-14,502.4,430.81,430.81,430.81,447.9985714285714
2018-04-15,533.74,533.74,533.74,533.74,551.85
2018-04-16,511.28,533.74,533.74,533.74,551.85
2018-04-17,502.42,533.74,533.74,533.74,551.85
2018-04-18,525.89,533.74,533.74,533.74,551.85
2018-04-19,567.29,533.74,533.74,533.74,551.85
2018-04-20,617.17,533.74,533.74,533.74,551.85
2018-04-21,605.16,533.74,533.74,533.74,551.85
2018-04-22,620.07,642.85,642.85,642.85,652.7942857142858
2018-04-23,642.85,642.85,642.85,642.85,652.7942857142858
2018-04-24,703.38,642.85,642.85,642.85,652.7942857142858
2018-04-25,617.49,642.85,642.85,642.85,652.7942857142858
2018-04-26,661,642.85,642.85,642.85,652.7942857142858
2018-04-27,642.77,642.85,642.85,642.85,652.7942857142858
2018-04-28,682,642.85,642.85,642.85,652.7942857142858
2018-04-29,687.51,687.51,687.51,687.51,726.2299999999999
2018-04-30,669.81,687.51,687.51,687.51,726.2299999999999
2018-05-01,670.75,687.51,687.51,687.51,726.2299999999999
2018-05-02,685.02,687.51,687.51,687.51,726.2299999999999
2018-05-03,775.51,687.51,687.51,687.51,726.2299999999999
2018-05-04,783.01,687.51,687.51,687.51,726.2299999999999
2018-05-05,812,687.51,687.51,687.51,726.2299999999999
2018-05-06,784.33,746.99,746.99,746.99,731.4242857142857
2018-05-07,752.43,746.99,746.99,746.99,731.4242857142857
2018-05-08,746.99,746.99,746.99,746.99,731.4242857142857
2018-05-09,750,746.99,746.99,746.99,731.4242857142857
2018-05-10,723.51,746.99,746.99,746.99,731.4242857142857
2018-05-11,678.05,746.99,746.99,746.99,731.4242857142857
2018-05-12,684.66,746.99,746.99,746.99,731.4242857142857
2018-05-13,729.29,706.08,706.08,706.08,704.1057142857143
2018-05-14,726.9,706.08,706.08,706.08,704.1057142857143
2018-05-15,706.08,706.08,706.08,706.08,704.1057142857143
2018-05-16,707.45,706.08,706.08,706.08,704.1057142857143
2018-05-17,668.56,706.08,706.08,706.08,704.1057142857143
2018-05-18,694.5,706.08,706.08,706.08,704.1057142857143
2018-05-19,695.96,706.08,706.08,706.08,704.1057142857143
2018-05-20,714,602.64,602.64,602.64,628.5885714285714
2018-05-21,696.77,602.64,602.64,602.64,628.5885714285714
2018-05-22,640.5,602.64,602.64,602.64,628.5885714285714
2018-05-23,577.2,602.64,602.64,602.64,628.5885714285714
2018-05-24,602.64,602.64,602.64,602.64,628.5885714285714
2018-05-25,584.02,602.64,602.64,602.64,628.5885714285714
2018-05-26,584.99,602.64,602.64,602.64,628.5885714285714
2018-05-27,570.75,570.75,570.75,570.75,564.63
2018-05-28,511.33,570.75,570.75,570.75,564.63
2018-05-29,566.66,570.75,570.75,570.75,564.63
2018-05-30,557.22,570.75,570.75,570.75,564.63
2018-05-31,577.1,570.75,570.75,570.75,564.63
2018-06-01,578.89,570.75,570.75,570.75,564.63
2018-06-02,590.46,570.75,570.75,570.75,564.63
2018-06-03,618.63,603.56,603.56,603.56,602.78
2018-06-04,591.5,603.56,603.56,603.56,602.78
2018-06-05,607.6,603.56,603.56,603.56,602.78
2018-06-06,606.18,603.56,603.56,603.56,602.78
2018-06-07,603.56,603.56,603.56,603.56,602.78
2018-06-08,598.59,603.56,603.56,603.56,602.78
2018-06-09,593.4,603.56,603.56,603.56,602.78
2018-06-10,525.25,497.31,497.31,497.31,504.5142857142857
2018-06-11,531.68,497.31,497.31,497.31,504.5142857142857
2018-06-12,494.14,497.31,497.31,497.31,504.5142857142857
2018-06-13,476.02,497.31,497.31,497.31,504.5142857142857
2018-06-14,519.75,497.31,497.31,497.31,504.5142857142857
2018-06-15,487.45,497.31,497.31,497.31,504.5142857142857
2018-06-16,497.31,497.31,497.31,497.31,504.5142857142857
2018-06-17,496.5,517.47,517.47,517.47,507.30428571428575
2018-06-18,517.47,517.47,517.47,517.47,507.30428571428575
2018-06-19,538.5,517.47,517.47,517.47,507.30428571428575
2018-06-20,535.99,517.47,517.47,517.47,507.30428571428575
2018-06-21,525.49,517.47,517.47,517.47,507.30428571428575
2018-06-22,462.01,517.47,517.47,517.47,507.30428571428575
2018-06-23,475.17,517.47,517.47,517.47,507.30428571428575
2018-06-24,454.79,441.41,441.41,441.41,441.6542857142857
2018-06-25,458.41,441.41,441.41,441.41,441.6542857142857
2018-06-26,429.08,441.41,441.41,441.41,441.6542857142857
2018-06-27,441.41,441.41,441.41,441.41,441.6542857142857
2018-06-28,420.0,441.41,441.41,441.41,441.6542857142857
2018-06-29,434.6,441.41,441.41,441.41,441.6542857142857
2018-06-30,453.29,441.41,441.41,441.41,441.6542857142857
2018-07-01,451.43,467.25,467.25,467.25,468.20714285714286
2018-07-02,476.34,467.25,467.25,467.25,468.20714285714286
2018-07-03,461.75,467.25,467.25,467.25,468.20714285714286
2018-07-04,466.9,467.25,467.25,467.25,468.20714285714286
2018-07-05,467.25,467.25,467.25,467.25,468.20714285714286
2018-07-06,469.3,467.25,467.25,467.25,468.20714285714286
2018-07-07,484.48,467.25,467.25,467.25,468.20714285714286
2018-07-08,486.08,434.13,434.13,434.13,447.8442857142857
2018-07-09,471.6,434.13,434.13,434.13,447.8442857142857
2018-07-10,432.59,434.13,434.13,434.13,447.8442857142857
2018-07-11,446.25,434.13,434.13,434.13,447.8442857142857
2018-07-12,431.46,434.13,434.13,434.13,447.8442857142857
2018-07-13,432.8,434.13,434.13,434.13,447.8442857142857
2018-07-14,434.13,434.13,434.13,434.13,447.8442857142857
2018-07-15,449.41,468.39,468.39,468.39,469.0728571428572
2018-07-16,478.18,468.39,468.39,468.39,469.0728571428572
2018-07-17,499.01,468.39,468.39,468.39,469.0728571428572
2018-07-18,478.81,468.39,468.39,468.39,469.0728571428572
2018-07-19,468.39,468.39,468.39,468.39,469.0728571428572
2018-07-20,448.21,468.39,468.39,468.39,469.0728571428572
2018-07-21,461.5,468.39,468.39,468.39,469.0728571428572
2018-07-22,456.9,468.12,468.12,468.12,464.9057142857143
2018-07-23,449.0,468.12,468.12,468.12,464.9057142857143
2018-07-24,478.79,468.12,468.12,468.12,464.9057142857143
2018-07-25,470.81,468.12,468.12,468.12,464.9057142857143
2018-07-26,461.42,468.12,468.12,468.12,464.9057142857143
2018-07-27,469.3,468.12,468.12,468.12,464.9057142857143
2018-07-28,468.12,468.12,468.12,468.12,464.9057142857143
2018-07-29,466.01,419.6,419.6,419.6,429.98999999999995
2018-07-30,456.46,419.6,419.6,419.6,429.98999999999995
2018-07-31,432.35,419.6,419.6,419.6,429.98999999999995
2018-08-01,419.6,419.6,419.6,419.6,429.98999999999995
2018-08-02,410.71,419.6,419.6,419.6,429.98999999999995
2018-08-03,417.8,419.6,419.6,419.6,429.98999999999995
2018-08-04,407.0,419.6,419.6,419.6,429.98999999999995
2018-08-05,408.83,363.99,363.99,363.99,365.8
2018-08-06,404.99,363.99,363.99,363.99,365.8
2018-08-07,378.08,363.99,363.99,363.99,365.8
2018-08-08,355.7,363.99,363.99,363.99,365.8
2018-08-09,363.99,363.99,363.99,363.99,365.8
2018-08-10,330.99,363.99,363.99,363.99,365.8
2018-08-11,318.02,363.99,363.99,363.99,365.8
2018-08-12,318.15,286.67,286.67,286.67,294.8128571428571
2018-08-13,284.11,286.67,286.67,286.67,294.8128571428571
2018-08-14,279.4,286.67,286.67,286.67,294.8128571428571
2018-08-15,281.21,286.67,286.67,286.67,294.8128571428571
2018-08-16,286.67,286.67,286.67,286.67,294.8128571428571
2018-08-17,317.54,286.67,286.67,286.67,294.8128571428571
2018-08-18,296.61,286.67,286.67,286.67,294.8128571428571
2018-08-19,300.03,277.97,277.97,277.97,279.7057142857143
2018-08-20,270.76,277.97,277.97,277.97,279.7057142857143
2018-08-21,281.49,277.97,277.97,277.97,279.7057142857143
2018-08-22,270.47,277.97,277.97,277.97,279.7057142857143
2018-08-23,275.87,277.97,277.97,277.97,279.7057142857143
2018-08-24,281.35,277.97,277.97,277.97,279.7057142857143
2018-08-25,277.97,277.97,277.97,277.97,279.7057142857143
2018-08-26,274.25,287.99,287.99,287.99,286.81857142857143
2018-08-27,287.99,287.99,287.99,287.99,286.81857142857143
2018-08-28,295.39,287.99,287.99,287.99,286.81857142857143
2018-08-29,289.0,287.99,287.99,287.99,286.81857142857143
2018-08-30,284.52,287.99,287.99,287.99,286.81857142857143
2018-08-31,281.94,287.99,287.99,287.99,286.81857142857143
2018-09-01,294.64,287.99,287.99,287.99,286.81857142857143
2018-09-02,295.06,229.03,229.03,229.03,248.27
2018-09-03,288.6,229.03,229.03,229.03,248.27
2018-09-04,285.43,229.03,229.03,229.03,248.27
2018-09-05,227.56,229.03,229.03,229.03,248.27
2018-09-06,229.03,229.03,229.03,229.03,248.27
2018-09-07,215.21,229.03,229.03,229.03,248.27
2018-09-08,197.0,229.03,229.03,229.03,248.27
2018-09-09,195.91,196.94,196.94,196.94,200.55285714285714
2018-09-10,196.94,196.94,196.94,196.94,200.55285714285714
2018-09-11,185.15,196.94,196.94,196.94,200.55285714285714
2018-09-12,182.79,196.94,196.94,196.94,200.55285714285714
2018-09-13,211.39,196.94,196.94,196.94,200.55285714285714
2018-09-14,210.0,196.94,196.94,196.94,200.55285714285714
2018-09-15,221.69,196.94,196.94,196.94,200.55285714285714
2018-09-16,220.19,220.19,220.19,220.19,221.04999999999998
2018-09-17,195.97,220.19,220.19,220.19,221.04999999999998
2018-09-18,208.5,220.19,220.19,220.19,221.04999999999998
2018-09-19,209.81,220.19,220.19,220.19,221.04999999999998
2018-09-20,224.41,220.19,220.19,220.19,221.04999999999998
2018-09-21,247.76,220.19,220.19,220.19,221.04999999999998
2018-09-22,240.71,220.19,220.19,220.19,221.04999999999998
2018-09-23,244.35,228.01,228.01,228.01,226.62571428571428
2018-09-24,228.01,228.01,228.01,228.01,226.62571428571428
2018-09-25,219.19,228.01,228.01,228.01,226.62571428571428
2018-09-26,214.15,228.01,228.01,228.01,226.62571428571428
2018-09-27,229.0,228.01,228.01,228.01,226.62571428571428
2018-09-28,220.67,228.01,228.01,228.01,226.62571428571428
2018-09-29,231.01,228.01,228.01,228.01,226.62571428571428
2018-09-30,232.27,224.85,224.85,224.85,225.46714285714285
2018-10-01,230.4,224.85,224.85,224.85,225.46714285714285
2018-10-02,224.85,224.85,224.85,224.85,225.46714285714285
2018-10-03,219.01,224.85,224.85,224.85,225.46714285714285
2018-10-04,221.0,224.85,224.85,224.85,225.46714285714285
2018-10-05,226.89,224.85,224.85,224.85,225.46714285714285
2018-10-06,223.85,224.85,224.85,224.85,225.46714285714285
2018-10-07,224.82,223.61,223.61,223.61,211.62857142857143
2018-10-08,227.68,223.61,223.61,223.61,211.62857142857143
2018-10-09,226.15,223.61,223.61,223.61,211.62857142857143
2018-10-10,223.61,223.61,223.61,223.61,211.62857142857143
2018-10-11,188.32,223.61,223.61,223.61,211.62857142857143
2018-10-12,194.1,223.61,223.61,223.61,211.62857142857143
2018-10-13,196.72,223.61,223.61,223.61,211.62857142857143
2018-10-14,191.87,202.69,202.69,202.69,200.99
2018-10-15,204.53,202.69,202.69,202.69,200.99
2018-10-16,205.43,202.69,202.69,202.69,200.99
2018-10-17,203.21,202.69,202.69,202.69,200.99
2018-10-18,199.2,202.69,202.69,202.69,200.99
2018-10-19,200.0,202.69,202.69,202.69,200.99
2018-10-20,202.69,202.69,202.69,202.69,200.99
2018-10-21,202.12,201.12,201.12,201.12,200.99714285714285
2018-10-22,201.25,201.12,201.12,201.12,200.99714285714285
2018-10-23,201.12,201.12,201.12,201.12,200.99714285714285
2018-10-24,200.68,201.12,201.12,201.12,200.99714285714285
2018-10-25,199.65,201.12,201.12,201.12,200.99714285714285
2018-10-26,200.7,201.12,201.12,201.12,200.99714285714285
2018-10-27,201.46,201.12,201.12,201.12,200.99714285714285
2018-10-28,202.43,197.96,197.96,197.96,197.87142857142857
2018-10-29,194.31,197.96,197.96,197.96,197.87142857142857
2018-10-30,195.35,197.96,197.96,197.96,197.87142857142857
2018-10-31,196.95,197.96,197.96,197.96,197.87142857142857
2018-11-01,197.96,197.96,197.96,197.96,197.87142857142857
2018-11-02,199.75,197.96,197.96,197.96,197.87142857142857
2018-11-03,198.35,197.96,197.96,197.96,197.87142857142857
2018-11-04,210.06,210.29,210.29,210.29,211.81714285714287
2018-11-05,208.53,210.29,210.29,210.29,211.81714285714287
2018-11-06,218.65,210.29,210.29,210.29,211.81714285714287
2018-11-07,216.84,210.29,210.29,210.29,211.81714285714287
2018-11-08,210.34,210.29,210.29,210.29,211.81714285714287
2018-11-09,208.01,210.29,210.29,210.29,211.81714285714287
2018-11-10,210.29,210.29,210.29,210.29,211.81714285714287
2018-11-11,209.88,178.89,178.89,178.89,189.06
2018-11-12,208.77,178.89,178.89,178.89,189.06
2018-11-13,203.2,178.89,178.89,178.89,189.06
2018-11-14,177.79,178.89,178.89,178.89,189.06
2018-11-15,178.89,178.89,178.89,178.89,189.06
2018-11-16,172.4,178.89,178.89,178.89,189.06
2018-11-17,172.49,178.89,178.89,178.89,189.06
2018-11-18,175.87,127.55,127.55,127.55,134.03
2018-11-19,145.21,127.55,127.55,127.55,134.03
2018-11-20,127.55,127.55,127.55,127.55,134.03
2018-11-21,134.73,127.55,127.55,127.55,134.03
2018-11-22,123.25,127.55,127.55,127.55,134.03
2018-11-23,121.44,127.55,127.55,127.55,134.03
2018-11-24,110.16,127.55,127.55,127.55,134.03
2018-11-25,114.3,114.3,114.3,114.3,113.82000000000001
2018-11-26,106.95,114.3,114.3,114.3,113.82000000000001
2018-11-27,108.7,114.3,114.3,114.3,113.82000000000001
2018-11-28,121.94,114.3,114.3,114.3,113.82000000000001
2018-11-29,116.38,114.3,114.3,114.3,113.82000000000001
2018-11-30,111.65,114.3,114.3,114.3,113.82000000000001
2018-12-01,116.82,114.3,114.3,114.3,113.82000000000001
2018-12-02,114.76,100.76,100.76,100.76,100.41
2018-12-03,107.21,100.76,100.76,100.76,100.41
2018-12-04,108.61,100.76,100.76,100.76,100.41
2018-12-05,100.76,100.76,100.76,100.76,100.41
2018-12-06,89.09,100.76,100.76,100.76,100.41
2018-12-07,92.45,100.76,100.76,100.76,100.41
2018-12-08,89.99,100.76,100.76,100.76,100.41
2018-12-09,92.79,86.96,86.96,86.96,87.06428571428572
2018-12-10,89.23,86.96,86.96,86.96,87.06428571428572
2018-12-11,86.96,86.96,86.96,86.96,87.06428571428572
2018-12-12,89.09,86.96,86.96,86.96,87.06428571428572
2018-12-13,85.35,86.96,86.96,86.96,87.06428571428572
2018-12-14,83.0,86.96,86.96,86.96,87.06428571428572
2018-12-15,83.03,86.96,86.96,86.96,87.06428571428572
2018-12-16,83.74,101.0,101.0,101.0,102.31714285714285
2018-12-17,93.79,101.0,101.0,101.0,102.31714285714285
2018-12-18,101.0,101.0,101.0,101.0,102.31714285714285
2018-12-19,99.34,101.0,101.0,101.0,102.31714285714285
2018-12-20,114.52,101.0,101.0,101.0,102.31714285714285
2018-12-21,107.74,101.0,101.0,101.0,102.31714285714285
2018-12-22,116.09,101.0,101.0,101.0,102.31714285714285
2018-12-23,129.61,130.47,130.47,130.47,130.51285714285714
2018-12-24,139.09,130.47,130.47,130.47,130.51285714285714
2018-12-25,128.82,130.47,130.47,130.47,130.51285714285714
2018-12-26,130.47,130.47,130.47,130.47,130.51285714285714
2018-12-27,114.63,130.47,130.47,130.47,130.51285714285714
